Type	ID	Earthquake_occurrenceTime	Epicenter_Lon	Epicenter_Lat	Epicenter_Mag	Epicenter_Depth	    EEW_Lon 	EEW_Lat	EEW_Mag	EEW_Dep EEW_processing_time 
xY	462	20221116230741 	121.06	22.42	4.8	5	121.03	22.43	4.6	10	15
xY	462	20221119194553 	121.03	22.3	4.1	9.9	121.16	22.23	4.7	10	28.9
xY	462	20221120094942 	121.95	24.65	5.1	68.9	121.9	24.77	4.5	30	16.9
xY	462	20221127013804 	121.64	23.86	5.6	36	121.62	23.92	5.7	40	13.2
xY	462	20221208005428 	121.61	23.8	5.6	29.8	121.52	23.83	6	40	13.1
xY	462	20221214223229 	121.34	23.57	4.6	15.1	121.36	23.57	4.7	10	15.6
xY	462	20221215065412 	121.29	23.43	4.5	22.4	121.3	23.43	4.7	20	15.4
xY	462	20221215120317 	121.78	23.77	6.2	5.7	121.55	23.9	5.8	10	12.3
xY	462	20221217231032 	121.24	23.26	4.1	17.7	121.27	23.25	4.5	20	19.4
xY	462	20221222123632 	121.02	22.53	5.2	7.2	120.9	22.47	5.2	10	10.9
xY	462	20221224051759 	121.18	23.12	5.2	13.3	121.16	23.13	5.1	10	11.5
xY	462	20230105125928 	121.59	23.23	4.5	39.7	121.47	23.32	4.5	10	26.4
xY	462	20230106020251 	122.04	24.89	4.2	13.5	122.07	24.87	4.5	10	15
xY	462	20230107192126 	121.33	23.56	4.7	15.2	121.35	23.58	5	20	15
xY	462	20230109193150 	121.27	23.38	4.7	11.5	121.29	23.41	5	20	13
xY	462	20230111032212 	121.31	23.15	4	33.9	121.38	23.11	4.5	30	24.6
xY	462	20230111124209 	121.47	23.22	4.8	29.2	121.36	23.2	4.5	20	14.9
xY	462	20230112131552 	120.66	22.83	4.4	19.6	120.69	22.8	4.6	10	18.2
xY	462	20230113230237 	122.34	24.04	5	24.2	122.28	24.1	4.6	20	19.6
xY	462	20230120105626 	121.52	24.05	4.4	19.7	121.53	24.01	4.5	20	14.4
xY	462	202302070420175 	121.75	24.28	5.1	15.8	121.69	24.31	4.9	10	11
xY	462	202302080548482 	121.83	24.74	4.4	78.9	122.02	24.78	4.7	70	26.6
xY	462	202302081849585 	121.68	23.39	5.4	31.6	121.39	23.52	4.9	10	14
xY	462	202302111935480 	121.66	23.38	5.1	31.8	121.36	23.43	4.5	10	13.8
xY	462	202302170922507 	121.48	23.94	4.6	18.7	121.49	23.87	4.8	10	9.7
xY	462	202302182349095 	120.77	23.7	5	18.2	120.75	23.79	5.1	10	10.1
xY	462	202302190732331 	121.63	24.7	4.6	52.7	121.7	24.77	4.7	60	25.1
xY	462	202302211901419 	121.68	23.51	4.8	31.3	121.54	23.62	4.7	40	15.4
xY	462	202302220100206 	123.37	24.96	5.3	140.9	121.87	24.67	4.5	50	39.3
xY	462	202302230518441 	121.74	24	4.5	5	121.76	23.95	4.6	10	20.5
xY	462	202302260003162 	121.29	22.48	4.5	1.7	121.15	22.54	4.5	20	18.3
xY	462	202303021501486 	121.35	23.07	4.1	19.5	121.39	22.99	4.6	40	13.7
xY	462	202303030048592 	121.83	24.53	4.9	11.3	121.84	24.52	5	10	9.63
xY	462	202303032248442 	121.91	24.86	5	108.7	121.85	24.97	4.5	40	21.6
xY	462	202303040157313 	122.15	24.05	4.8	16.3	122.11	24.09	4.6	10	21.3
xY	462	202303161228432 	121.24	23.27	4.2	18	121.26	23.25	4.5	20	17.2
xY	462	202303191312167 	121.05	22.82	4.2	10.6	121.06	22.81	4.5	20	28.3
xY	462	202303210945206 	121.31	23.64	5.4	8.5	121.28	23.65	5.9	10	13.1
xY	462	202303210946125 	121.29	23.64	4.9	7.1	121.32	23.64	5	10	15.2
xY	462	202303222343053 	121.31	23.65	4.7	6.5	121.4	23.63	4.5	10	10.5
xY	462	202303230551041 	121.3	23.66	4.7	7.8	121.21	23.68	4.7	10	12.5
xY	462	202303241804186 	121.32	23.65	4.3	6.7	121.29	23.66	4.5	10	14.8
xY	462	202304010400518 	120.64	22.87	4.3	16.6	120.66	22.87	4.5	10	20.6
xY	462	202304010402175 	120.96	24.43	4.4	1.8	120.91	24.52	4.6	10	9.5
xY	462	202304050034279 	121.46	23.93	4.2	19.9	121.45	23.91	4.5	20	11.3
xY	462	202304071836310 	121.36	23.2	4.7	17.1	121.34	23.2	4.5	20	11.1
xY	462	202304082014503 	121.44	23.44	4.7	31.7	121.43	23.41	4.7	40	13.2
xY	462	202304091319092 	121.54	24.64	4.6	62.6	121.55	24.68	4.6	60	30.4
xY	462	202304141154023 	121.16	22.79	4.2	6.3	121.16	22.8	4.6	10	21.5
xY	462	202304161126565 	121.4	23.74	4.3	20	121.46	23.73	4.6	20	25.9
xY	462	202304170317336 	120.91	22.75	4.2	7.8	120.95	22.69	4.5	10	10.6
xY	462	202304171649047 	121.67	24.37	4.7	23	121.66	24.39	4.5	20	18.5
xY	462	202304211944441 	121.51	23.5	4.6	29	121.4	23.51	4.7	40	14.1
xY	462	202304242135387 	121.15	22.8	4.4	5.8	121.15	22.79	4.5	10	20.5
xY	462	202304271615202 	121.53	23.47	4.3	36.6	121.6	23.44	4.5	30	22.6
xY	462	202305041615468 	120.92	22.76	4	7.8	120.8	22.8	4.7	10	10.6
xY	462	202305042338209 	121.3	23.45	5.1	14.1	121.34	23.47	4.5	10	9.8
xY	462	202305120525183 	121.01	21.73	4.6	31.9	121.1	21.86	4.7	10	24.4
xY	462	202305130130216 	121.58	23.18	4.7	24.9	121.42	23.21	4.8	20	12.4
xY	462	202305311848034 	121.14	22.35	4.4	32.2	121.23	22.33	4.5	20	26.8
xY	462	202306021748439 	122.096	24.3063	4.5	25.3	122.09	24.34	4.6	20	25.1
xY	462	202306101326037 	120.663	22.8672	4.2	15.5	120.67	22.85	4.5	10	20.6
xY	462	202306101331540 	120.696	22.8575	5.3	10.3	120.69	22.86	5.3	10	9.2
xY	462	202306101712344 	120.676	22.8628	4.9	10.4	120.59	22.83	5.1	10	8.8
xY	462	202306112025391 	122.502	24.2083	5.2	44.4	122.16	24.18	4.6	10	20
xY	462	202306150758579 	121.56	23.5605	4.7	30.6	121.48	23.6	4.7	40	14.9
xY	462	202306170947290 	121.238	23.2617	4.2	16.7	121.24	23.24	4.5	20	17.7
xY	462	202306221404077 	121.675	23.9153	4.4	15.9	121.71	23.89	4.6	10	19.7
xY	462	202306230245302 	121.677	24.5685	4.7	58.6	121.57	24.64	4.5	40	21.8
xY	462	202307100611332 	121.57	24.04	5.2	15.3	121.54	24.04	5.3	20	18.1
xY	462	202307141009276 	121.31	23.49	4.4	14.4	121.21	23.52	4.5	10	14.3
xY	462	202307151550512 	121.32	23.46	4.1	13.9	121.39	23.45	4.5	10	20.5
xY	462	202307282117541 	121.89	24.73	4.5	78.6	121.85	24.74	4.5	50	17.6
xY	462	20230806011241 	121.801	24.5885	4.6	64.8	121.69	24.65	4.5	50	25.2
xY	462	20230808183812 	121.579	23.2655	4.6	40	121.5	23.25	4.6	40	13.6
xY	462	20230810100217 	121.949	24.7942	5	91.2	121.92	24.97	4.5	50	19.3
xY	462	20230811182400 	120.94	23.3045	4.3	3.9	120.94	23.24	4.6	10	11.6
xY	462	20230813094310 	121.473	20.5523	6	84	121.3	21.69	5.1	20	56.1
xY	462	20230813200623 	121.035	21.759	4.8	21	120.89	21.91	4.6	20	18.4
xY	462	20230816010918 	121.673	24.1663	4.8	27.7	121.63	24.2	4.5	10	20
xY	462	20230827190446 	121.077	22.8935	4.2	9.6	120.99	22.93	4.7	10	11.6
xY	462	20230831124903 	120.39	23.5268	4.5	8.9	120.42	23.58	4.9	10	8.21
xY	462	20230905111348 	120.864	22.2603	4.4	3.4	120.84	22.26	4.9	10	19.7
xY	462	20230905173041 	120.393	23.5348	5.5	8.5	120.37	23.52	6.3	10	7
xY	462	20230906132138 	120.675	22.9032	4.3	5	120.71	22.91	4.9	10	12.9
xY	462	20230918212119 	126.03	25.8092	6.8	36.6	121.97	25.06	5.1	20	70.3
xY	462	20230925043522 	121.085	22.9082	3.6	8.2	120.47	23.2	5.2	40	9.7
xY	462	20231005165316 	122.2	24.02	4.7	10	122.27	24.02	4.9	10	24.9
xY	462	20231011183656 	121.34	23.25	5.8	17	121.28	23.26	5.7	10	10.4
xY	462	20231012201629 	120.56	22.93	4.9	15.1	120.53	22.9	4.8	10	9.3
xY	462	20231014155329 	122.31	23.91	5.3	7.2	122.13	24.09	5	10	23.9
xY	462	20231023211920 	121.32	22.99	4.8	19.4	121.17	23	4.6	10	10.1
xY	462	20231024070520 	122.8	23.91	6.2	5.7	122.35	24.15	6	20	29.7
xY	462	20231028101610 	121.37	22.5	4.5	26.6	121.04	22.66	4.5	40	16.1
xY	462	20231031203354 	121.62	23.24	4.7	43.5	121.5	23.24	4.6	40	13.4
xY	462	20231110200504 	121.32	23.06	4.2	37.7	121.28	22.99	4.6	20	20.8
xY	462	20231111005439 	121.66	23.41	5.4	28.7	121.42	23.57	4.9	10	12.9
xY	462	20231121011635 	120.86	23.82	4.6	28.9	120.85	23.82	4.8	20	11.8
xY	462	20231123122626 	121.63	23.17	4.7	40.2	121.43	23.22	4.9	40	15.1
xY	462	20231126123109 	122.53	23.94	5.4	22.4	122.21	24.22	5.7	20	24.8
xY	462	20231202062730 	121.46	23.42	4.8	22.9	121.41	23.43	4.6	20	11.7
xY	462	20231209141925 	122.66	24.5	5.1	96.3	121.78	24.39	4.7	40	24.4
xY	462	20231224050751 	121.31	22.63	4.4	16.8	121.4	22.66	4.9	40	10.9
xY	462	20231224052118 	121.31	22.63	4.6	16.5	121.25	22.78	4.6	10	10.4
xY	462	20231224171917 	121.32	22.62	4.4	20.6	121.35	22.65	4.8	20	13.9
xY	462	20231231055710 	121.83	24.62	4.5	47.4	121.87	24.58	4.8	40	13
xY 100  20240103094333  121.51	23.63	4.5 	20.9	121.49 	23.60 	4.5	20.0 	17.9
xY 100  20240129021122  121.28	23.65	5.3 	5	121.41 	23.66 	5.2	10.0 	10.7
xY 100  20240202181027	120.283	23.456	4.7 	16	120.27 	23.49 	4.9	10.0 	7.4
xY 100  20240213075808	121.279	23.668	4.5 	8.2	121.44 	23.72 	4.5	10.0 	10.8
xY 100  20240220215627	123.323	23.7073	5.4 	51.1	122.55 	23.63 	5.3	30.0 	39.7
xY 100  20240220225731	123.254	23.7213	5.7 	58.9	123.06 	23.54 	5.3	10.0 	43.3
xY 100  20240221000837	122.439	23.9978	5.0 	26.7	122.32 	24.02 	4.9	10.0 	22.1
xY 100  20240224123708	121.577	23.6352	5.0 	22.4	121.51 	23.67 	4.6	20.0 	14.8
xY 100  20240225214832	122.032	24.8068	5.1 	7.6	121.85 	24.82 	4.5	10.0 	9.9
xY 100  20240226133418	121.346	23.0377	4.2 	19.8	121.35 	23.04 	4.5	10.0 	23.9
xY 100  20240229132627	120.28	23.4577	5.0 	16.8	120.33 	23.44 	4.9	10.0 	7.7
xY 100  20240305154316	121.30 	23.47 	4.0 	12.2 	121.38 	23.43 	4.5	10.0 	30.4
xY 100  20240311185417	121.42 	23.19 	4.7 	24.4 	121.40 	23.19 	4.6	20.0 	12.3
xY 100  20240313213654	121.94 	24.39 	4.7 	27.5 	121.94 	24.40 	4.5	20.0 	21.8
xY 100  20240316184553	121.47 	23.20 	4.6 	42.4 	121.37 	23.24 	4.7	40.0 	16.5
xY 100  20240319192030	121.77 	23.82 	5.0 	18.9 	121.58 	23.95 	4.5	10.0 	10.3
xY 100  20240321184953	121.53 	24.08 	5.3 	21.3 	121.57 	24.07 	5.5	10.0 	8.2
xY 100  20240325181336	121.62 	23.99 	4.8 	43.0 	121.57 	23.99 	4.5	40.0 	16.3
xY 100  20240329191119	121.34 	22.78 	4.2 	11.5 	121.40 	22.74 	4.5	20.0 	22.0
xY 100  20240403032633	120.19 	23.38 	4.8 	7.4 	120.25 	23.36 	5.2	10.0 	7.5
xY 100  20240403075809	121.57 	23.88 	7.2 	15.5 	121.53 	23.92 	6.2	10.0 	8.4
xY 100  20240403081126	121.66 	24.10 	6.5 	5.5 	121.47 	24.38 	5.9	10.0 	14.4
xY 100  20240403083537	121.72 	24.23 	5.6 	14.6 	121.70 	24.40 	5.8	10.0 	28.4
xY 100  20240403084644	121.69 	24.19 	5.4 	3.1 	121.61 	24.52 	4.6	10.0 	14.5
xY 100  20240403091743	121.68 	24.04 	5.0 	35.1 	121.56 	24.10 	5.2	20.0 	21.0
xY 100  20240403093937	121.73 	23.84 	5.7 	8.1 	121.67 	23.86 	5.5	20.0 	22.6
xY 100  20240403095358	121.55 	23.87 	5.1 	16.1 	121.54 	23.89 	5.4	20.0 	19.7
xY 100  20240403102817	121.79 	24.22 	5.3 	10.0 	121.85 	24.16 	5.6	10.0 	17.3
xY 100  20240403115718	121.59 	23.83 	5.2 	17.4 	121.48 	23.87 	4.7	10.0 	15.2
xY 100  20240403123445	121.66 	24.04 	5.3 	39.3 	121.67 	24.14 	4.8	10.0 	17.7
xY 100  20240403234236	121.68 	24.17 	5.0 	17.1 	121.68 	24.18 	5.3	20.0 	14.4
xY 100  20240404022947	121.79 	23.80 	5.4 	5.8 	121.55 	23.92 	4.8	10.0 	11.4
xY 100  20240405023502	121.67 	24.16 	5.3 	31.2 	121.95 	23.49 	6.3	70.0 	16.9
xY 100  20240405125051	121.68 	24.13 	5.4 	8.3 	121.69 	24.12 	5.2	10.0 	14.9
xY 100  20240405141249	121.59 	23.80 	5.1 	10.0 	121.52 	23.85 	5	10.0 	6.4
xY 100  20240406115255	121.73 	24.19 	5.2 	16.3 	121.70 	24.19 	5.2	20.0 	16.8
xY 100  20240406184713	121.71 	23.92 	5.3 	25.1 	121.58 	23.99 	4.9	10.0 	10.7
xY 100  20240407051510	121.71 	24.04 	5.1 	13.8 	121.69 	24.02 	5.2	20.0 	16.1
xY 100  20240407180122	121.97 	24.17 	5.4 	16.9 	121.94 	24.20 	5.5	20.0 	16.0
xY 100  20240408130934	121.83 	24.21 	5.1 	5.1 	121.80 	24.25 	5.2	20.0 	19.8
xY 100  20240409020237	121.68 	23.94 	5.3 	24.6 	121.58 	23.98 	4.6	10.0 	11.3
xY 100  20240413222636	121.57 	24.02 	4.9 	11.5 	121.59 	24.03 	4.6	10.0 	8.3
xY 100  20240417171710	121.69 	23.91 	5.2 	19.2 	121.57 	23.95 	4.7	10.0 	11.5
xY 100  20240421104056	121.68 	23.49 	5.6 	30.0 	121.43 	23.60 	5.1	10.0 	12.2
xY 100  20240422003552	121.67 	24.20 	5.3 	23.1 	121.66 	24.20 	5.2	20.0 	12.3
xY 100  20240422170839	121.55 	23.76 	5.5 	10.0 	121.54 	23.75 	5.6	10.0 	17.4
xY 100  20240422171210	121.55 	23.79 	5.3 	10.0 	121.49 	23.81 	4.6	10.0 	8.4
xY 100  20240422191312	121.55 	23.83 	5.4 	6.1 	121.53 	23.82 	5.1	10.0 	16.3
xY 100  20240422192207	121.50 	23.78 	4.9 	5.0 	121.52 	23.83 	4.8	10.0 	14.1
xY 100  20240422211339	121.53 	23.71 	5.3 	10.0 	121.50 	23.71 	5.5	10.0 	12.9
xY 100  20240422221124	121.52 	23.77 	5.9 	8.6 	121.49 	23.78 	6.4	10.0 	10.0
xY 100  20240423022651	121.66 	23.72 	6.0 	10.0 	121.50 	23.78 	4.7	10.0 	10.2
xY 100  20240423023249	121.54 	23.85 	6.3 	5.5 	121.53 	23.89 	6.1	10.0 	9.8
xY 100  20240423031340	121.55 	23.87 	4.8 	5.1 	121.56 	23.75 	5.5	20.0 	15.8
xY 100  20240423031954	121.57 	23.87 	5.1 	9.1 	121.51 	23.86 	4.9	10.0 	7.4
xY 100  20240423040307	121.61 	23.82 	5.0 	5.0 	121.56 	23.84 	5.1	10.0 	21.1
xY 100  20240423044957	121.58 	23.72 	5.9 	10.0 	121.49 	23.78 	5.9	10.0 	9.5
xY 100  20240423050421	121.51 	23.71 	5.5 	8.0 	121.50 	23.73 	5.5	10.0 	22.5
xY 100  20240423051447	121.54 	23.76 	5.0 	5.7 	121.58 	23.77 	5.4	10.0 	25.0
xY 100  20240423051936	121.54 	23.78 	5.7 	10.0 	121.20 	24.36 	5.3	10.0 	24.3
xY 100  20240423094546	121.57 	23.81 	5.4 	8.5 	121.54 	23.84 	5.3	10.0 	20.2
xY 100  20240423102100	121.55 	23.85 	5.4 	9.1 	121.54 	23.86 	5.3	10.0 	17.6
xY 100  20240425021153	122.34 	23.91 	5.6 	18.5 	122.37 	23.91 	5.6	10.0 	29.0
xY 100  20240426202811	121.54 	23.81 	4.9 	2.0 	121.51 	23.81 	5.3	10.0 	8.1
xY 100  20240427022124	121.68 	24.19 	6.1 	24.9 	121.56 	24.23 	6.2	20.0 	12.0
xY 100  20240427024929	121.69 	24.25 	5.8 	18.9 	121.70 	24.26 	5.6	20.0 	12.6
xY 100  20240502100727	121.47 	22.48 	5.1 	18.9 	121.22 	22.59 	4.7	10.0 	15.3
xY 100  20240504032115	121.61 	23.73 	4.5 	8.7 	121.59 	23.74 	4.6	10.0 	18.8
xY 100  20240504103158	121.66 	24.24 	4.1 	15.6 	121.68 	24.22 	4.5	20.0 	16.7
xY 100  20240504112259	121.77 	23.99 	4.4 	16.2 	121.75 	23.97 	4.5	20.0 	19.7
xY 100  20240506174532	121.56 	23.77 	6.0 	27.7 	121.51 	23.80 	5.6	10.0 	10.1
xY 100  20240506175246	121.54 	23.75 	5.9 	24.8 	121.51 	23.78 	5.6	10.0 	9.2
xY 100  20240507204842	121.55 	23.77 	4.8 	21.3 	121.50 	23.81 	4.5	10.0 	9.9
xY 100  20240508012116	121.46 	23.77 	4.3 	10.5 	121.49 	23.75 	4.5	10.0 	17.8
xY 100  20240508041958	121.59 	23.92 	4.5 	10.7 	121.65 	23.91 	4.6	20.0 	25.4
xY 100  20240508164043	121.59 	23.74 	4.8 	8.0 	121.57 	23.76 	4.5	10.0 	14.3
xY 100  20240508193127	122.40 	24.10 	4.9 	27.7 	122.36 	24.18 	5.2	20.0 	21.5
xY 100  20240509203625	121.60 	23.91 	4.6 	11.1 	121.55 	23.91 	4.8	10.0 	9.1
xY 100  20240510093539	121.59 	23.71 	5.2 	8.2 	121.50 	23.80 	4.8	10.0 	9.8
xY 100  20240510093722	121.61 	23.85 	5.1 	6.7 	121.52 	23.81 	4.5	10.0 	8.9
xY 100  20240510154518	121.83 	24.23 	6.0 	7.7 	121.81 	24.21 	5.8	10.0 	13.8
xY 100  20240511131602	121.63 	23.87 	5.0 	6.5 	121.54 	23.88 	4.9	10.0 	9.3
xY 100  20240511174439	121.73 	24.04 	5.0 	27.8 	121.58 	24.04 	4.5	10.0 	11.3
xY 100  20240511190918	121.59 	23.93 	4.4 	9.5 	121.55 	23.90 	4.7	10.0 	10.1
xY 100  20240512030733	121.68 	24.24 	4.8 	29.3 	121.68 	24.28 	4.7	10.0 	10.5
xY 100  20240514103415	121.69 	24.04 	4.8 	22.5 	121.64 	24.00 	4.6	20.0 	18.0
xY 100  20240516224624	121.66 	24.21 	4.5 	29.6 	121.66 	24.20 	4.5	20.0 	12.5
xY 100  20240517114955	121.64 	23.92 	4.8 	36.5 	121.63 	23.94 	4.8	40.0 	13.3
xY 100  20240519105521	121.77 	24.19 	4.3 	19.9 	121.83 	24.15 	4.5	10.0 	27.0
xY 100  20240519215206	121.76 	24.07 	4.4 	27.9 	121.71 	24.08 	4.5	20.0 	14.2
xY 100  20240520172015	121.84 	24.16 	4.5 	22.7 	121.75 	24.17 	4.5	20.0 	22.3
xY 100  20240522160040	121.74 	23.83 	5.3 	5.9 	121.54 	23.89 	5.1	10.0 	11.5
xY 100  20240523215928	121.30 	23.93 	4.3 	5.8 	121.30 	23.93 	4.5	10.0 	12.6
xY 100  20240524115237	121.65 	23.85 	4.4 	1.1 	121.67 	23.82 	4.5	10.0 	23.5
xY 100  20240525010638	121.74 	24.19 	4.6 	21.6 	121.70 	24.19 	4.5	10.0 	18.5
xY 100  20240525114843	121.72 	24.18 	4.2 	21.0 	121.83 	24.12 	4.5	20.0 	27.1
xY 100  20240526050910	121.30 	22.93 	4.5 	37.3 	121.30 	22.96 	4.7	40.0 	11.9
xY 100  20240528054849	121.90 	24.48 	4.6 	26.9 	121.90 	24.47 	4.5	20.0 	28.2
xY 100  20240528190522	121.62 	23.94 	4.5 	33.2 	121.63 	23.96 	4.7	40.0 	16.6
xY 100  20240529104151	121.64 	24.17 	4.7 	32.8 	121.61 	24.13 	4.5	20.0 	11.5
xY 100  20240530075445	121.75 	24.00 	5.3 	26.7 	121.57 	23.94 	4.9	10.0 	12.4
xY 100  20240530091139	121.65 	24.19 	5.3 	32.3 	121.68 	24.17 	5.2	40.0 	13.4
xY 100  20240530200950	121.67 	24.18 	4.5 	32.3 	121.60 	24.10 	4.7	40.0 	14.5
xY 100  20240530235217	121.65 	23.96 	5.0 	37.5 	121.60 	24.01 	5.1	30.0 	12.1
xY 100  20240601011059	121.57 	24.07 	5.50 	13.10 	121.55 	24.05 	6.1	20.0 	9.3
xY 100  20240601083239	122.00 	24.36 	4.90 	18.80 	121.89 	24.54 	4.6	10.0 	10.3
xY 100  20240602092724	121.60 	23.80 	4.80 	5.40 	121.60 	23.76 	4.8	10.0 	11.9
xY 100  20240605144607	121.58 	23.63 	4.30 	17.00 	121.54 	23.62 	4.5	20.0 	18.7
xY 100  20240606141813	121.71 	24.31 	4.40 	30.10 	121.68 	24.31 	4.5	20.0 	18.6
xY 100  20240606235117	121.67 	24.18 	4.60 	36.00 	121.67 	24.17 	4.6	40.0 	12.0
xY 100  20240610115617	122.83 	23.71 	5.10 	45.60 	122.55 	23.81 	4.8	70.0 	28.8
xY 100  20240612055133	121.61 	23.80 	4.90 	29.30 	121.54 	23.82 	4.6	20.0 	16.3
xY 100  20240616162738	121.71 	23.93 	4.40 	33.60 	121.61 	23.98 	4.5	40.0 	15.1
xY 100  20240618114658	121.74 	24.16 	4.90 	12.40 	121.71 	24.16 	4.9	10.0 	15.0
xY 100  20240621122556	121.58 	23.49 	4.60 	40.20 	121.41 	23.52 	4.7	40.0 	14.4
xY 100  20240623222709	121.64 	23.83 	5.40 	17.00 	121.53 	23.88 	5.3	10.0 	11.4
xY 100  20240711035440	121.72 	24.20 	4.50 	16.90 	121.71 	24.20 	4.5	20.0 	18.5
xY 100  20240712003746	121.71 	24.14 	4.50 	31.10 	121.64 	24.16 	4.5	40.0 	14.1
xY 100  20240713025114	121.74 	23.98 	4.50 	23.20 	121.71 	23.94 	4.5	30.0 	16.1
xY 100  20240717165338	121.75 	24.23 	4.70 	17.00 	121.74 	24.23 	4.6	10.0 	15.6
xY 100  20240719202002	121.63 	23.95 	4.50 	25.70 	121.60 	23.97 	4.5	20.0 	12.4
xY 100  20240724053600	121.97 	23.83 	4.90 	39.70 	121.93 	23.89 	4.8	80.0 	16.9
xY 100  20240726102400	121.68 	24.14 	5.10 	39.70 	121.61 	24.10 	5	40.0 	13.5
xY 100  20240726214910	120.69 	22.85 	4.60 	17.00 	120.67 	22.86 	4.6	10.0 	10.2
xY 100  20240727192147	121.17 	21.81 	5.40 	51.10 	121.14 	21.98 	4.9	10.0 	18.1
xY 100  20240808173618	121.65 	24.11 	4.4 	18.8 	121.62 	24.07 	4.6	40.0 	14.7
xY 100  20240815170646	121.87 	24.40 	5.7 	9.0 	121.88 	24.39 	6.2	10.0 	10.7
xY 100  20240815171655	121.86 	24.41 	4.3 	10.6 	121.93 	24.36 	4.5	10.0 	17.4
xY 100  20240815173304	121.84 	24.42 	4.7 	9.4 	121.79 	24.43 	4.9	10.0 	11.0
xY 100  20240815223905	121.88 	24.40 	4.4 	10.2 	121.86 	24.39 	4.7	30.0 	16.0
xY 100  20240816073555	121.71 	23.78 	6.3 	19.4 	121.53 	23.81 	6.1	10.0 	9.4
xY 100  20240816074207	121.73 	23.78 	4.8 	13.8 	121.62 	23.85 	4.7	10.0 	24.7
xY 100  20240817032729	121.62 	23.74 	4.1 	8.1 	121.59 	23.75 	4.5	10.0 	19.3
xY 100  20240817044128	121.63 	23.82 	4.3 	21.6 	121.57 	23.86 	4.5	10.0 	32.1
xY 100  20240817061928	121.46 	23.85 	4.7 	16.5 	121.46 	23.84 	4.8	20.0 	14.4
xY 100  20240817211012	121.87 	24.41 	5.1 	10.6 	121.85 	24.42 	5.1	10.0 	10.0
xY 100  20240822092327	121.52 	24.04 	4.2 	16.7 	121.51 	24.02 	4.5	20.0 	15.8
xY 100  20240822215642	121.95 	24.44 	4.1 	15.2 	121.96 	24.42 	4.5	10.0 	23.6
xY 100  20240824223924	121.77 	24.36 	3.9 	14.1 	121.80 	24.36 	4.6	20.0 	11.4
xY 100  20240826232852	122.28 	24.17 	4.8 	13.0 	121.94 	24.39 	4.6	20.0 	24.8
xY 100  20240829041452	121.68 	24.16 	4.9 	28.1 	121.65 	24.15 	4.5	20.0 	14.3
xY 100  20240901022142	121.67 	23.82 	5.0 	16.3 	121.59 	23.82 	5	20.0 	12.8
xY 100  20240902162625	121.67 	23.93 	5.5 	23.9 	121.55 	23.93 	5.7	20.0 	13.6
xY 100  20240907052803	121.77 	24.28 	4.8 	48.6 	121.72 	24.31 	4.7	40.0 	15.5
xY 100  20240907131650	121.76 	23.92 	5.3 	15.1 	121.58 	23.98 	4.5	10.0 	10.9
xY 100  20240911214110	121.68 	23.90 	4.8 	29.6 	121.53 	23.91 	4.6	20.0 	15.2
xY 100  20240912051549	122.11 	24.16 	4.8 	32.1 	122.11 	24.20 	4.7	40.0 	17.6
xY 100  20240912112814	122.05 	23.92 	4.6 	36.0 	122.15 	23.88 	4.9	30.0 	26.1
xY 100  20240913125933	121.73 	23.94 	4.8 	17.3 	121.61 	23.95 	4.6	20.0 	15.0
xY 100  20240914153617	121.12 	22.90 	4.1 	15.2 	121.13 	22.87 	4.6	10.0 	20.2
xY 100  20240915081751	120.26 	23.10 	4.0 	13.5 	120.28 	22.74 	4.7	50.0 	10.3
xY 100  20240915120959	120.85 	23.53 	3.9 	5.0 	120.87 	23.51 	4.6	40.0 	16.1
xY 100  20240918084255	121.39 	23.22 	4.3 	20.4 	121.40 	23.21 	4.5	20.0 	11.1
xY 100  20240919011015	121.51 	24.07 	4.6 	20.7 	121.50 	24.05 	4.5	20.0 	15.3
xY 100  20240921185109	121.67 	24.25 	5.3 	17.0 	121.68 	24.25 	5.1	20.0 	16.1
xY 100  20240924034558	121.67 	24.16 	4.3 	32.0 	121.71 	24.11 	4.5	30.0 	27.2
xY 100  20240929201400	121.81 	24.30 	4.1 	12.1 	121.81 	24.30 	4.5	10.0 	13.7
xY 100  20241009001419	121.66 	24.05 	4.5 	29.0 	121.54 	23.96 	4.5	40.0 	15.4
xY 100  20241010204050	121.49 	23.81 	4.6 	14.4 	121.51 	23.81 	4.6	10.0 	9.8 
xY 100  20241011205208	121.49 	23.71 	4.8 	10.5 	121.34 	23.72 	4.6	10.0 	13.7 
xY 100  20241013193632	121.52 	24.03 	4.9 	18.7 	121.48 	24.00 	5	10.0 	9.3 
xY 100  20241014211716	121.84 	24.20 	5.0 	20.5 	121.73 	24.19 	4.5	20.0 	12.6 
xY 100  20241016215821	121.70 	24.02 	5.2 	25.2 	121.63 	24.05 	5.2	40.0 	12.7 
xY 100  20241022133206	121.26 	23.50 	4.1 	9.0 	121.33 	23.47 	4.5	20.0 	26.8 
xY 100  20241027141912	120.48 	23.42 	4.8 	5.6 	120.47 	23.43 	5.5	10.0 	7.0 
xY 100  20241027142845	120.48 	23.42 	4.5 	5.8 	120.48 	23.41 	4.9	10.0 	10.3 
xY 100  20241027145655	120.50 	23.42 	4.9 	5.0 	120.50 	23.45 	5.6	10.0 	7.1 
xY 100  20241027182145	121.63 	24.01 	5.3 	17.7 	121.57 	24.01 	4.8	10.0 	10.5 
